handle,num_posts,followers,following,created_at,is_recent_account,is_following_ratio_high,has_duplicate_posts
carabina.bsky.social,1,959,410,2023-07-25T00:04:28.778Z,False,False,False
artscraftss.bsky.social,3,394,409,2023-07-26T00:33:59.389Z,False,False,False
alienebelieve.bsky.social,3,185,116,2023-06-07T16:21:45.184Z,False,False,False
danibah.bsky.social,2,3254,2796,2024-04-09T09:23:50.449Z,False,False,False
webmulher.bsky.social,1,114,223,2023-11-13T00:49:26.721Z,False,False,False
justsomeonelse.bsky.social,2,169,110,2024-07-15T04:07:41.973Z,False,False,False
nelifaria.bsky.social,2,54,33,2024-04-11T18:20:10.859Z,False,False,False
7w0e9b.bsky.social,2,7276,7300,2024-04-13T01:30:04.656Z,False,False,False
sot.inf.br,3,27,28,2024-09-08T22:17:03.926Z,False,False,False
charlierror.bsky.social,4,1329,573,2023-05-08T01:36:22.731Z,False,False,False
igorfer74.bsky.social,1,12,20,2023-11-10T02:26:41.180Z,False,False,False
japolitano.bsky.social,1,153,91,2023-09-12T23:56:12.188Z,False,False,False
queenverse.bsky.social,1,64,46,2023-12-26T23:41:23.784Z,False,False,False
letcesar.bsky.social,1,14400,1829,2023-07-03T23:50:57.033Z,False,False,False
larryvigne.bsky.social,1,1549,1504,2024-08-30T21:23:33.543Z,False,False,False
jgtopzera.bsky.social,2,1734,1568,2024-09-01T06:56:07.295Z,False,False,False
guberto.bsky.social,1,138,83,2023-09-19T15:51:24.185Z,False,False,False
binghey.bsky.social,1,115,64,2024-08-30T23:07:00.674Z,False,False,False
gabrielajoy.bsky.social,1,298,319,2023-07-29T15:09:50.379Z,False,False,False
quintal.bsky.social,1,1516,456,2023-05-11T01:11:00.494Z,False,False,False
marcela-haru.bsky.social,1,78,53,2024-08-31T13:22:12.809Z,False,False,False
deepblue-prg.bsky.social,1,49,41,2024-09-01T23:06:12.502Z,False,False,False
searkive.woke.cat,1,142,81,2023-12-05T17:32:03.068Z,False,False,False
almeidabomf.bsky.social,1,2872,3260,2024-08-30T17:31:49.834Z,False,False,False
sheilaandressa.bsky.social,1,777,426,2023-05-05T15:47:22.755Z,False,False,False
achrispin.bsky.social,1,517,274,2024-09-12T13:01:59.806Z,False,False,False
maryalcantaras.bsky.social,4,376,160,2023-07-18T15:39:29.984Z,False,False,False
thebeig.bsky.social,1,150,489,2023-10-06T22:25:33.639Z,False,False,False
josymendesp.bsky.social,2,464,614,2024-08-29T19:55:08.523Z,False,False,False
makimashta.bsky.social,1,680,802,2024-04-07T02:23:40.438Z,False,False,False
anacris24.bsky.social,6,3809,2422,2024-04-09T15:43:07.297Z,False,False,False
exufacada.bsky.social,1,448,279,2023-10-25T15:31:40.685Z,False,False,False
luanabruce.bsky.social,1,326,265,2024-08-31T16:20:39.907Z,False,False,False
cilmara.bsky.social,1,924,385,2024-04-12T03:13:46.032Z,False,False,False
bilinetti.bsky.social,1,1110,969,2024-08-31T19:19:11.699Z,False,False,False
jossiano.bsky.social,1,225,200,2023-04-13T15:43:50.196Z,False,False,False
maggiemenina.bsky.social,3,1718,1797,2023-08-04T04:50:51.175Z,False,False,False
jonetto.bsky.social,1,1045,963,2023-05-03T11:48:45.770Z,False,False,False
sanddraoliveira.bsky.social,3,2286,1097,2024-04-08T19:10:17.488Z,False,False,False
mathordakowski.bsky.social,1,151,207,2024-09-02T16:08:22.000Z,False,False,False
hamine.bsky.social,3,333,504,2024-04-14T13:40:05.421Z,False,False,False
kaijuuluci.bsky.social,1,331,218,2024-10-14T17:37:33.207Z,False,False,False
notyourtypo.bsky.social,1,314,349,2023-05-10T20:54:10.453Z,False,False,False
niallmyl0ver.bsky.social,1,256,208,2024-04-08T00:24:09.883Z,False,False,False
andrealuizacaruso.bsky.social,2,604,112,2024-08-30T01:22:36.023Z,False,False,False
agm71.bsky.social,1,947,1098,2024-09-02T00:21:07.502Z,False,False,False
isabara.bsky.social,2,817,478,2023-07-01T18:06:48.894Z,False,False,False
againstfile.bsky.social,1,201,158,2024-04-08T14:17:46.575Z,False,False,False
professoraeautista.bsky.social,5,1464,1316,2024-08-31T14:59:18.499Z,False,False,False
vampenes.bsky.social,1,674,665,2023-11-21T08:51:40.297Z,False,False,False
isapsbr.bsky.social,1,174,187,2024-08-31T07:00:34.599Z,False,False,False
davidmoratorio.bsky.social,1,163,303,2023-11-16T21:15:40.650Z,False,False,False
fortinho.bsky.social,1,295,179,2024-09-07T14:42:53.928Z,False,False,False
giovaneos.bsky.social,1,433,686,2024-08-29T22:00:31.623Z,False,False,False
derchatt.bsky.social,1,746,524,2024-04-07T13:18:29.836Z,False,False,False
titisorriso.bsky.social,1,95,146,2024-02-07T12:14:23.116Z,False,False,False
micsemcalcinha.bsky.social,1,33,26,2024-09-02T14:39:31.908Z,False,False,False
thamblage.bsky.social,3,1437,904,2023-06-06T23:05:10.514Z,False,False,False
milhocas.bsky.social,2,188,164,2023-08-31T11:44:12.502Z,False,False,False
naruteirarabuda.bsky.social,2,2384,1167,2024-08-31T02:38:50.601Z,False,False,False
alumbrar.bsky.social,2,762,161,2023-07-01T23:02:59.544Z,False,False,False
epistoleira.bsky.social,1,286,219,2023-07-03T22:05:02.712Z,False,False,False
pandoraxblue.bsky.social,1,154,188,2024-04-08T11:08:43.413Z,False,False,False
magiozal.bsky.social,1,39,44,2024-09-02T19:44:43.203Z,False,False,False
freezabr01.bsky.social,1,28,35,2025-06-01T16:59:29.640Z,False,False,False
dulcinea.bsky.social,3,1696,1048,2023-07-11T12:51:03.432Z,False,False,False
lindabrasilse.bsky.social,2,2238,409,2024-08-30T22:42:03.881Z,False,False,False
lucaspowl.bsky.social,1,130,2,2024-10-18T04:48:44.709Z,False,False,False
mauestar.com.br,1,1082,352,2024-08-31T15:14:20.299Z,False,False,False
imperatrizz.bsky.social,1,129,103,2024-03-03T01:53:45.035Z,False,False,False
alexandren.bsky.social,1,348,471,2023-06-22T00:59:41.728Z,False,False,False
ittage.bsky.social,1,216,30,2024-08-31T14:00:23.907Z,False,False,True
javier-xavier.bsky.social,1,237,198,2024-04-12T22:43:02.977Z,False,False,False
celolessa.bsky.social,1,502,411,2024-08-30T22:58:40.774Z,False,False,False
ladymurphy.bsky.social,4,1777,285,2023-12-29T00:43:06.161Z,False,False,False
costaf.bsky.social,2,340,704,2023-11-09T14:56:42.853Z,False,False,False
anedaidontknow.bsky.social,1,245,165,2024-08-31T18:43:39.807Z,False,False,False
ex0lino.bsky.social,1,268,204,2024-08-31T13:56:00.005Z,False,False,False
vaidri.bsky.social,1,286,115,2023-08-07T23:15:44.517Z,False,False,False
beluscas.bsky.social,1,316,260,2024-09-09T16:43:36.625Z,False,False,False
portugues.yepnews.eu,2,61,107,2024-12-17T19:11:59.342Z,False,False,True
morticia.is.bi,3,304,258,2024-09-26T02:04:20.007Z,False,False,False
jupequenaneves.bsky.social,1,878,475,2023-04-20T13:44:11.946Z,False,False,False
larochka.bsky.social,1,420,206,2023-07-31T14:43:04.950Z,False,False,False
begoavelino.bsky.social,1,345,212,2023-11-22T15:13:51.054Z,False,False,False
ari-thevixen.bsky.social,1,1804,839,2024-02-07T05:59:47.549Z,False,False,False
drelitus.bsky.social,1,0,0,2024-10-15T02:19:10.306Z,False,False,False
gfancy.bsky.social,1,154,104,2024-08-29T22:00:17.126Z,False,False,False
fogaonet.bsky.social,1,5334,20,2024-08-29T18:03:44.619Z,False,False,False
camposmello.bsky.social,1,7369,467,2023-07-21T16:01:47.130Z,False,False,False
elpradella.bsky.social,1,210,295,2023-05-20T19:14:51.729Z,False,False,False
juliadidit.bsky.social,4,812,289,2023-07-24T21:25:05.723Z,False,False,False
maahvm.bsky.social,1,103,125,2024-09-07T04:43:25.821Z,False,False,False
ifritjambe.bsky.social,1,137,79,2023-11-17T17:31:58.066Z,False,False,False
liroulari.bsky.social,1,99,63,2023-12-28T19:54:00.040Z,False,False,False
radiotupi.bsky.social,1,696,2,2024-08-31T15:06:38.597Z,False,False,False
caladavence.bsky.social,1,406,94,2023-11-18T00:34:55.324Z,False,False,False
liviakir.bsky.social,1,5984,817,2023-05-04T00:38:25.217Z,False,False,False
sueny.bsky.social,1,227,102,2023-06-18T21:00:16.525Z,False,False,False
jo-xa.bsky.social,1,498,509,2024-08-29T23:53:39.824Z,False,False,False
ventodistante.bsky.social,1,73,59,2024-04-09T10:27:31.460Z,False,False,False
stlemke.com,1,648,642,2023-07-01T18:54:30.986Z,False,False,False
aweekofkindness.bsky.social,1,130,347,2023-08-13T00:26:57.453Z,False,False,False
luiwaah.bsky.social,2,22,27,2024-11-25T17:27:08.546Z,False,False,False
echidnathecami.bsky.social,1,165,90,2024-08-30T21:20:52.543Z,False,False,False
mattzen.bsky.social,2,445,652,2023-08-05T17:22:52.806Z,False,False,False
marizinha.bsky.social,1,694,789,2023-05-12T22:29:54.657Z,False,False,False
olathali.bsky.social,1,324,419,2024-08-30T01:49:29.335Z,False,False,False
intrinsicbrasil.bsky.social,1,8903,23577,2024-08-31T08:59:46.197Z,False,False,False
tritrizinha.bsky.social,1,273,223,2024-04-08T10:25:13.398Z,False,False,False
cascarelo.bsky.social,1,2254,153,2024-08-30T07:20:13.834Z,False,False,False
caroline-good.bsky.social,1,106,124,2024-09-16T04:12:23.113Z,False,False,False
feliep.bsky.social,1,2878,282,2023-05-05T13:03:00.239Z,False,False,False
carolborgesart.bsky.social,1,23747,653,2023-04-21T03:40:12.394Z,False,False,False
pricarol.bsky.social,2,150,100,2024-09-03T18:00:37.098Z,False,False,False
fatal-trouble.bsky.social,3,445,330,2023-11-09T23:07:05.518Z,False,False,False
orlenge.bsky.social,1,3189,3268,2024-09-04T16:54:17.935Z,False,False,False
vlad-dracul.bsky.social,1,173,151,2024-04-08T12:07:21.140Z,False,False,False
salvy.bsky.social,1,551,310,2023-05-10T22:42:56.154Z,False,False,False
akidn.bsky.social,1,828,1001,2024-09-10T20:46:56.419Z,False,False,False
lbrenno.bsky.social,1,415,289,2023-05-17T21:40:25.248Z,False,False,False
jedisemsabre.bsky.social,1,2439,1333,2023-07-01T18:48:32.727Z,False,False,False
yilinglauzu.bsky.social,1,78,40,2024-08-29T20:41:29.627Z,False,False,False
niamh-maclir.bsky.social,1,179,98,2023-06-07T16:46:37.012Z,False,False,False
djosef.bsky.social,3,401,141,2023-04-26T13:32:38.410Z,False,False,False
eder.comunidade.dev.br,2,283,282,2023-08-26T12:07:08.111Z,False,False,False
natyx.bsky.social,2,740,683,2023-08-17T12:14:21.996Z,False,False,False
didis.bsky.social,1,133,51,2023-09-08T01:19:40.016Z,False,False,False
phcaldas.bsky.social,1,155,60,2024-08-29T12:52:03.219Z,False,False,False
emipinheiro.bsky.social,1,162,358,2023-07-29T15:49:31.995Z,False,False,False
babidelima.bsky.social,2,148,77,2024-09-02T20:35:03.804Z,False,False,False
cokelemon.bsky.social,1,26,21,2024-04-07T04:51:11.695Z,False,False,False
leonromeu.bsky.social,1,2583,1320,2023-04-13T22:01:58.613Z,False,False,False
njorun.bsky.social,3,221,96,2023-11-30T02:40:13.794Z,False,False,False
ludmila.bsky.social,2,9600,715,2023-05-08T12:49:12.709Z,False,False,False
vanessa-cm.bsky.social,3,267,64,2023-11-16T11:32:17.562Z,False,False,False
zizabe.bsky.social,1,66,40,2024-10-26T01:09:59.507Z,False,False,False
deaflontra.bsky.social,1,207,272,2024-04-08T01:27:01.717Z,False,False,False
thamiresmeireles.bsky.social,1,243,100,2024-08-29T19:55:06.920Z,False,False,False
krapf.bsky.social,2,543,1125,2023-07-07T12:59:34.320Z,False,False,False
subutterfly.bsky.social,2,134,135,2024-08-28T14:22:46.220Z,False,False,False
franziskacoupe.bsky.social,1,701,966,2023-04-30T23:40:20.763Z,False,False,False
vitonha.bsky.social,1,380,368,2024-04-11T11:56:15.584Z,False,False,False
yellowqueer.bsky.social,1,104,67,2024-08-31T20:07:42.497Z,False,False,False
tortopraesquerda.bsky.social,1,684,878,2024-09-27T14:31:36.107Z,False,False,False
ari1s.bsky.social,1,84,41,2023-11-17T03:27:06.296Z,False,False,False
carolinafranco.bsky.social,3,426,353,2024-08-30T22:29:26.287Z,False,False,False
pfmirand.bsky.social,1,152,125,2023-07-04T23:11:43.480Z,False,False,False
torresmo.bsky.social,1,372,662,2023-08-09T01:31:10.851Z,False,False,False
ma0ttheus.bsky.social,1,280,241,2024-11-29T23:01:02.246Z,False,False,False
digodig.bsky.social,1,377,282,2023-09-19T13:08:42.005Z,False,False,False
railgaze.bsky.social,2,207,214,2024-08-29T01:39:17.519Z,False,False,False
enfintensiva.bsky.social,1,11773,7114,2023-05-15T16:16:21.915Z,False,False,False
seani.bsky.social,1,925,636,2023-04-21T01:44:24.650Z,False,False,False
ravensraccons.bsky.social,1,68,97,2024-08-30T21:37:22.467Z,False,False,False
katilene.bsky.social,1,130,193,2024-08-30T01:21:45.420Z,False,False,False
vitmustdie.lesbian.cat,1,1297,1353,2023-09-06T18:20:09.038Z,False,False,False
coisarine.bsky.social,1,105,133,2023-07-07T03:35:08.524Z,False,False,False
garrafapeth.bsky.social,1,1312,774,2023-04-20T21:38:27.927Z,False,False,False
raiss-a.bsky.social,1,303,323,2024-09-10T00:48:25.422Z,False,False,False
brunohborges.bsky.social,1,26,38,2023-08-06T15:52:36.945Z,False,False,False
olimpiano14.bsky.social,1,100,36,2025-05-11T15:15:06.340Z,False,False,False
popkewitz.bsky.social,1,75,88,2023-08-04T15:20:46.873Z,False,False,False
geneciquadros.bsky.social,1,581,769,2024-08-31T21:28:05.300Z,False,False,False
zelourin.bsky.social,1,155,75,2023-06-22T16:14:01.341Z,False,False,True
daydream.cybercine.club,2,361,168,2023-06-06T03:48:19.181Z,False,False,False
vichrodrigues.bsky.social,1,139,62,2023-07-01T20:00:57.139Z,False,False,False
predruo.bsky.social,1,129,83,2024-08-31T02:49:27.601Z,False,False,False
odeioruivos.bsky.social,1,347,216,2024-08-29T18:40:27.721Z,False,False,False
minescoelho.bsky.social,1,190,172,2024-04-12T20:31:12.929Z,False,False,False
andreiavdfernandes.bsky.social,5,2311,2087,2024-01-03T00:50:22.572Z,False,False,False
qdoagiragirou.bsky.social,2,833,613,2023-07-04T00:11:40.379Z,False,False,False
leogolas.bsky.social,1,61,64,2023-07-13T14:13:23.410Z,False,False,True
camasao50.bsky.social,1,2703,3582,2024-04-08T23:29:47.546Z,False,False,False
andrefiremaster.bsky.social,1,178,72,2023-07-03T16:57:24.887Z,False,False,False
mariadovozao.bsky.social,1,279,80,2024-09-02T01:04:04.607Z,False,False,False
reddish.bsky.social,1,2475,826,2023-05-20T13:34:13.803Z,False,False,False
matriosk.bsky.social,1,50,44,2024-08-31T13:33:54.804Z,False,False,False
crisflopes1.bsky.social,1,1919,1610,2024-04-09T20:51:12.540Z,False,False,False
topikapi.bsky.social,1,68,27,2024-04-10T14:41:19.258Z,False,False,False
aelinlovs.bsky.social,1,1730,1667,2024-08-29T16:44:39.320Z,False,False,False
monssteradeliciosa.bsky.social,2,506,560,2023-07-01T23:08:34.482Z,False,False,False
tinkersstar.bsky.social,1,209,202,2023-11-14T02:51:38.366Z,False,False,False
santos-dilton.bsky.social,1,1434,1203,2024-08-31T07:23:49.997Z,False,False,False
zjulia.bsky.social,2,47,54,2024-09-02T10:56:56.197Z,False,False,False
luanad.bsky.social,1,102,150,2023-08-18T21:47:15.782Z,False,False,False
mandsouto.bsky.social,1,122,167,2024-09-06T13:35:38.018Z,False,False,False
akatzart.bsky.social,1,463,338,2024-04-07T23:15:47.036Z,False,False,False
veilleuse.bsky.social,2,334,42,2024-08-31T01:31:47.226Z,False,False,False
lyazinhas10.bsky.social,1,59,76,2024-09-01T02:09:58.300Z,False,False,False
caroltypes.bsky.social,1,8341,308,2023-03-07T13:57:40.087Z,False,False,False
martinsjorgef.bsky.social,1,236,257,2024-04-11T22:44:45.375Z,False,False,False
abcthehuman.bsky.social,1,181,258,2023-08-21T09:56:35.770Z,False,False,False
huma-rojas.bsky.social,1,42,25,2024-09-12T21:47:19.007Z,False,False,False
ntllvs.bsky.social,1,74,32,2025-03-14T01:35:33.542Z,False,False,False
tamiac.bsky.social,1,3,4,2024-09-06T10:49:31.517Z,False,False,False
mefereis.bsky.social,1,147,232,2024-09-01T01:52:51.104Z,False,False,False
aguiar61.bsky.social,1,1488,1287,2024-04-09T23:32:44.737Z,False,False,False
sailorpichu.bsky.social,1,19,14,2023-08-19T20:38:53.091Z,False,False,False
notadiamond.mastodon.com.br.ap.brid.gy,2,24,6,2025-01-13T18:21:35.953Z,False,False,False
moartiles.bsky.social,2,4649,6396,2023-07-20T21:02:53.905Z,False,False,False
oronan.bsky.social,2,3210,4725,2023-04-19T19:51:06.299Z,False,False,False
yorujj.bsky.social,1,91,46,2023-08-18T19:40:15.122Z,False,False,False
uroboloss.bsky.social,1,536,1039,2023-08-01T21:32:25.857Z,False,False,False
troisguinees.bsky.social,2,436,637,2024-08-29T22:10:51.623Z,False,False,False
chaminefufu.bsky.social,2,269,264,2023-07-26T15:26:13.692Z,False,False,False
jinakin.bsky.social,4,299,232,2024-08-30T21:58:44.869Z,False,False,False
mauker.bsky.social,1,387,246,2023-05-22T22:28:25.156Z,False,False,False
curandeiro.bsky.social,1,508,288,2023-08-01T22:17:54.679Z,False,False,False
osidius.bsky.social,1,773,273,2023-07-03T07:04:13.111Z,False,False,False
mahucp.bsky.social,1,169,669,2024-04-07T22:40:02.097Z,False,False,False
bkakdaughter.bsky.social,2,150,76,2024-09-01T21:28:01.002Z,False,False,False
patyalmapaty.bsky.social,1,179,100,2024-08-31T22:25:51.999Z,False,False,False
jufinaflor1.bsky.social,5,285,326,2023-06-24T01:15:44.204Z,False,False,False
assisthaisa.bsky.social,4,184,173,2024-04-10T22:57:46.725Z,False,False,False
imdenys.bsky.social,1,168,283,2023-11-16T01:07:00.642Z,False,False,False
darkhorse787.bsky.social,1,287,206,2023-07-25T19:21:14.651Z,False,False,False
jffushimi.bsky.social,1,45,32,2024-09-04T16:05:11.036Z,False,False,False
kaolporfirio.com.br,1,9795,297,2023-04-21T16:45:44.164Z,False,False,False
persevera.bsky.social,1,723,193,2023-06-14T14:00:55.585Z,False,False,False
marilaraleixandre.bsky.social,1,1494,680,2023-10-11T07:54:43.206Z,False,False,False
luisavitoria.bsky.social,1,290,229,2024-09-01T13:40:38.704Z,False,False,False
alemacedo.bsky.social,1,447,304,2023-06-22T18:58:56.736Z,False,False,False
vboldt.bsky.social,1,1994,1195,2023-11-13T03:02:41.976Z,False,False,False
joaovictormm.bsky.social,3,54,55,2024-09-18T22:03:10.708Z,False,False,False
silentwalls.bsky.social,4,2653,576,2024-09-01T18:38:15.603Z,False,False,False
debsgnclvs.bsky.social,1,706,685,2024-08-31T11:45:42.805Z,False,False,False
vsalc.bsky.social,1,533,310,2024-08-30T20:19:04.238Z,False,False,False
flaviolima13.bsky.social,1,841,191,2024-08-29T21:40:21.527Z,False,False,False
thiagofariamelo.bsky.social,2,704,6628,2023-06-10T15:21:21.696Z,False,True,False
annapark.bsky.social,3,1257,63,2023-06-02T17:13:44.527Z,False,False,False
makimademon.bsky.social,2,192,172,2024-08-30T22:54:13.283Z,False,False,False
carloswt.bsky.social,2,945,541,2023-07-03T22:42:29.983Z,False,False,False
evanumberzero.bsky.social,1,345,200,2024-04-07T01:13:22.499Z,False,False,False
nellon1974018.bsky.social,2,403,477,2024-09-05T16:41:20.135Z,False,False,False
gijnportugues.bsky.social,2,487,147,2024-09-17T19:12:08.812Z,False,False,False
rembodinho.bsky.social,1,4213,4142,2024-04-09T18:08:13.003Z,False,False,False
janasqz.bsky.social,1,2258,7876,2024-04-12T22:01:36.842Z,False,False,False
zeoffline.bsky.social,1,936,692,2023-05-03T00:58:14.544Z,False,False,False
myblackflower.bsky.social,1,472,296,2024-10-12T14:57:43.208Z,False,False,False
jxckll.bsky.social,1,138,84,2024-08-29T01:02:29.520Z,False,False,False
lusocirrus.bsky.social,2,242,242,2023-10-10T21:33:01.522Z,False,False,False
clazieli.bsky.social,3,98,136,2024-08-31T21:54:02.004Z,False,False,False
micarm.bsky.social,1,120,72,2023-09-29T17:27:13.797Z,False,False,False
gabrieltussini.bsky.social,1,1359,823,2023-07-03T06:23:33.127Z,False,False,False
igorama0.bsky.social,2,299,838,2023-11-30T14:57:40.311Z,False,False,False
fvie92.bsky.social,2,741,4733,2024-04-10T19:58:29.205Z,False,False,False
brunoxlm.bsky.social,1,274,268,2024-09-11T21:59:38.206Z,False,False,False
comalies.bsky.social,1,100,104,2024-01-17T19:37:50.782Z,False,False,False
alexrodrigues731.bsky.social,1,1201,1313,2023-06-20T02:06:12.101Z,False,False,False
sedy2009.bsky.social,2,395,83,2024-08-31T23:28:09.397Z,False,False,False
marcogorgar.bsky.social,1,414,276,2023-07-24T16:38:49.946Z,False,False,False
lipeg.bsky.social,1,1724,846,2023-07-03T09:37:48.072Z,False,False,False
cecillia.com.br,1,56652,747,2023-04-15T23:29:38.054Z,False,False,False
piscianagrande.bsky.social,1,721,767,2023-07-03T14:12:48.329Z,False,False,False
fabianodemiranda.bsky.social,1,338,391,2024-09-01T01:47:42.197Z,False,False,False
nandalendo.bsky.social,1,100,76,2023-08-04T20:49:57.559Z,False,False,False
naicosta.bsky.social,1,55,145,2024-09-04T17:25:18.338Z,False,False,False
daruan.bsky.social,3,1050,582,2023-07-03T12:44:07.635Z,False,False,False
luciao.bsky.social,1,30,100,2024-09-01T23:40:18.199Z,False,False,False
fabiovianna.bsky.social,1,150,433,2023-11-15T12:43:27.856Z,False,False,False
nubistjames.bsky.social,1,365,198,2024-04-07T02:08:17.275Z,False,False,False
missantropa.bsky.social,1,894,790,2024-03-29T19:36:45.104Z,False,False,False
toddygno.bsky.social,1,381,606,2024-08-31T15:50:31.097Z,False,False,False
nildete.bsky.social,2,3875,4764,2024-04-10T18:23:43.669Z,False,False,True
adinferi0.bsky.social,1,834,427,2023-05-05T18:00:27.082Z,False,False,False
ruggi.bsky.social,1,515,323,2023-07-01T20:54:51.099Z,False,False,False
dcair.bsky.social,1,47,46,2024-09-02T16:59:02.802Z,False,False,False
overdoso.bsky.social,1,137,33,2023-06-07T22:35:19.078Z,False,False,False
annacelico.bsky.social,2,1527,1459,2023-06-23T19:59:03.468Z,False,False,False
adrianoladrika.bsky.social,1,2533,1493,2023-07-01T17:39:45.656Z,False,False,False
chriskruli.bsky.social,1,488,189,2023-11-11T01:36:27.907Z,False,False,False
marrc17.bsky.social,4,1893,1519,2024-04-08T04:58:42.180Z,False,False,False
dyurietto.bsky.social,1,86,91,2023-07-03T13:13:17.831Z,False,False,False
badandre.bsky.social,1,223,785,2023-08-28T18:38:37.901Z,False,False,False
runlola.bsky.social,2,1216,234,2023-06-06T01:47:25.301Z,False,False,False
butuy.bsky.social,1,279,544,2024-04-17T20:16:00.476Z,False,False,False
titicodegalinho.bsky.social,1,96,206,2024-08-30T22:19:22.774Z,False,False,False
rods015.bsky.social,1,60,122,2024-08-31T22:54:36.601Z,False,False,False
tinhocaa.bsky.social,1,53,341,2024-04-08T13:53:01.924Z,False,False,False
joaosposito.bsky.social,1,864,963,2024-04-12T19:08:59.931Z,False,False,False
bettopolly.bsky.social,1,1884,1957,2024-04-11T22:44:05.186Z,False,False,False
pandorabox-box.bsky.social,2,116,66,2024-09-06T01:29:19.931Z,False,False,False
danidanidmoraes.bsky.social,2,701,1583,2023-07-28T15:36:50.466Z,False,False,False
jnoficial.bsky.social,2,98383,2,2024-09-03T23:00:43.699Z,False,False,False
luciob.bsky.social,1,258,141,2023-09-03T02:38:13.287Z,False,False,False
bgl07.bsky.social,13,1697,2142,2024-09-29T16:45:18.606Z,False,False,True
mestrinha.bsky.social,1,55,30,2024-09-07T02:33:14.021Z,False,False,False
gami.isfluffy.fyi,1,680,383,2023-05-01T20:05:05.198Z,False,False,False
apleasingsmile.bsky.social,1,115,173,2024-08-30T22:43:23.883Z,False,False,False
semente.bsky.social,1,307,275,2024-04-07T01:29:49.343Z,False,False,False
zentolstoyan.bsky.social,1,100,181,2024-09-07T23:03:01.822Z,False,False,False
yuukokitsune.bsky.social,1,55,33,2023-09-13T15:35:00.608Z,False,False,False
cibercybele.bsky.social,2,367,365,2023-12-01T23:30:42.446Z,False,False,False
petunniazul.bsky.social,1,1073,1219,2023-05-09T03:10:46.535Z,False,False,False
novayorkine.bsky.social,1,341,224,2023-07-03T10:27:32.903Z,False,False,False
abacaxi.bsky.social,1,585,166,2023-08-25T13:16:16.038Z,False,False,False
danascullay.bsky.social,1,273,173,2024-09-04T17:28:52.329Z,False,False,False
foxileide.bsky.social,1,129,111,2024-08-30T20:20:40.239Z,False,False,False
thiago81.bsky.social,1,99,57,2024-08-30T21:24:23.041Z,False,False,False
judsp.bsky.social,2,735,1269,2024-04-10T00:55:26.472Z,False,False,False
insomewitchyway.bsky.social,1,617,536,2024-08-30T21:26:10.036Z,False,False,False
matchayaksha.bsky.social,1,307,338,2023-10-25T23:39:49.316Z,False,False,False
nayws.bsky.social,2,500,303,2024-08-31T20:44:59.804Z,False,False,False
gianeri.bsky.social,1,103,308,2023-08-08T01:12:22.650Z,False,False,False
helmutada.bsky.social,3,43,303,2024-08-30T11:08:39.734Z,False,False,False
maharishisaybaba.bsky.social,1,1773,1756,2024-09-04T00:21:19.499Z,False,False,False
nicacristina.bsky.social,1,2567,2157,2024-04-09T12:24:10.161Z,False,False,False
sxhr.bsky.social,1,756,258,2023-08-27T22:27:32.404Z,False,False,False
alocaralho.bsky.social,1,125,104,2024-09-02T19:37:49.097Z,False,False,False
matheusgallina.bsky.social,4,2032,1207,2024-04-10T04:47:59.817Z,False,False,False
glaucoh.bsky.social,2,301,126,2023-08-17T12:22:21.138Z,False,False,False
meninodalle.bsky.social,1,71,85,2024-09-01T20:05:26.099Z,False,False,False
rafamfilho.bsky.social,1,5838,5304,2024-04-09T11:19:01.216Z,False,False,False
mdsdoido.bsky.social,1,453,358,2024-08-31T01:22:49.529Z,False,False,False
giovannies.bsky.social,2,504,1010,2024-02-02T09:43:27.656Z,False,False,False
aqua-regia.bsky.social,1,234,226,2023-09-12T20:25:13.911Z,False,False,False
lidia-so-lidia.bsky.social,3,1105,652,2023-07-18T11:56:42.037Z,False,False,False
sunnydraft.bsky.social,1,298,152,2024-10-16T21:42:57.010Z,False,False,False
betabastos.bsky.social,1,13304,11818,2024-04-08T18:29:23.879Z,False,False,False
deathlobin.bsky.social,1,77,86,2023-11-04T19:29:40.217Z,False,False,False
polyuradolon.bsky.social,1,112,103,2024-09-02T01:02:30.700Z,False,False,False
ellyxtiz.bsky.social,1,337,178,2024-08-31T00:05:12.859Z,False,False,False
sergiohoff.bsky.social,1,6665,838,2023-04-20T01:55:19.486Z,False,False,False
shoujofan.bsky.social,1,1048,159,2023-07-01T23:13:49.039Z,False,False,False
adrivsan.bsky.social,1,61,847,2023-07-03T19:54:23.628Z,False,True,False
darthanxiety.bsky.social,3,2878,2069,2024-08-29T01:14:39.119Z,False,False,False
oosenhormiyagi.bsky.social,1,46950,89891,2024-04-13T21:14:26.941Z,False,False,False
valeriacesar70.bsky.social,1,3813,3795,2023-11-02T14:17:54.713Z,False,False,False
marciafortes.bsky.social,1,3595,3474,2023-08-17T19:04:22.045Z,False,False,False
babicosta1984.bsky.social,1,148,101,2024-03-29T17:55:03.832Z,False,False,False
3laic3qu33n.bsky.social,2,334,279,2023-07-01T19:01:17.029Z,False,False,False
jotamuch.bsky.social,1,993,764,2023-11-25T18:30:34.406Z,False,False,False
mirelli.bsky.social,2,68,98,2024-08-31T06:34:06.796Z,False,False,False
aspenbh.bsky.social,1,456,298,2023-09-13T11:43:27.155Z,False,False,False
pedromello2810.bsky.social,2,419,657,2024-08-30T03:33:26.032Z,False,False,False
