handle,num_posts,followers,following,created_at,is_recent_account,is_following_ratio_high,has_duplicate_posts
alialpg.bsky.social,1,178,915,2024-09-01T02:37:08.797Z,False,False,False
luamunizc.bsky.social,1,40,80,2023-07-03T03:46:38.796Z,False,False,False
silvias.bsky.social,2,401,111,2023-04-12T00:32:06.212Z,False,False,False
gsc.bsky.social,2,806,457,2023-04-25T23:48:13.611Z,False,False,False
galaxydestiny.bsky.social,4,74,66,2024-02-07T15:35:27.240Z,False,False,False
plummaalbarelo.bsky.social,4,510,157,2023-07-04T00:07:09.099Z,False,False,False
duartealan.bsky.social,1,754,816,2024-08-31T01:20:00.031Z,False,False,False
guirocha82.bsky.social,1,988,892,2023-07-31T14:10:00.648Z,False,False,False
lokeloski.bsky.social,1,229,566,2023-07-01T18:06:13.380Z,False,False,False
drapivara.bsky.social,1,654,416,2024-10-01T02:30:53.809Z,False,False,False
giijelly.bsky.social,1,592,430,2023-07-24T15:03:41.134Z,False,False,False
alberto15231508.bsky.social,1,408,389,2024-08-31T22:29:35.007Z,False,False,False
samplified.drinks.monster,1,78,56,2025-08-07T23:10:35.997Z,False,False,False
bsgnsdk.bsky.social,1,71,98,2024-09-05T16:18:46.536Z,False,False,False
ludovicalucca.bsky.social,3,1073,971,2023-08-19T21:31:20.546Z,False,False,False
umacigana.bsky.social,1,525,435,2024-08-31T00:05:48.230Z,False,False,False
promocaodelivro.bsky.social,1,329,731,2024-09-02T19:35:37.697Z,False,False,False
galadriel.librian.info,12,598,724,2023-05-24T00:25:35.909Z,False,False,False
liliartes.bsky.social,1,5341,7167,2024-04-09T04:30:42.270Z,False,False,False
richelli-freitas.bsky.social,1,119,62,2024-09-08T21:26:10.121Z,False,False,False
paulocandido.bsky.social,1,659,702,2023-06-14T19:39:55.042Z,False,False,False
beboquerosene.bsky.social,4,737,374,2024-08-30T21:37:56.641Z,False,False,False
rachasakawa.bsky.social,1,1195,404,2023-07-07T01:52:39.575Z,False,False,False
alberipetersen.bsky.social,1,2182,2054,2024-04-14T23:56:13.494Z,False,False,False
queenofthelab.bsky.social,12,415,225,2023-06-06T11:25:32.047Z,False,False,False
belgamo.bsky.social,2,91,109,2024-04-14T20:49:45.324Z,False,False,False
luuh1105.bsky.social,1,106,124,2023-07-01T19:03:33.978Z,False,False,False
tarsogalvao.ddns.net,2,963,1298,2024-08-31T10:33:34.300Z,False,False,False
lnetox.bsky.social,2,44,109,2023-08-26T14:17:30.838Z,False,False,False
petegp.bsky.social,1,167,107,2024-10-20T07:08:26.210Z,False,False,False
fannvevo.bsky.social,3,3820,647,2023-07-01T17:58:32.140Z,False,False,False
marsabbatini.bsky.social,2,1190,711,2023-07-25T23:50:13.801Z,False,False,False
allanzico.bsky.social,1,2023,1133,2023-05-01T02:51:17.396Z,False,False,False
feliciamu.bsky.social,2,273,781,2023-09-18T08:15:09.802Z,False,False,False
nivea.bsky.social,6,394,246,2023-04-06T12:02:21.563Z,False,False,False
nocazda.bsky.social,1,750,1005,2024-08-30T23:59:23.998Z,False,False,False
symara.bsky.social,1,219,131,2023-07-06T02:04:21.723Z,False,False,False
cosmerondo.bsky.social,4,242,185,2024-04-07T01:24:54.868Z,False,False,False
luciaguimaraes.bsky.social,1,2307,917,2024-08-31T14:03:38.301Z,False,False,False
brizaleve.bsky.social,3,272,240,2025-02-10T20:02:10.843Z,False,False,False
poiseaconteceu.bsky.social,1,299,169,2023-10-19T22:34:40.862Z,False,False,False
thiagoourives.bsky.social,1,900,690,2023-04-24T14:25:50.672Z,False,False,False
cherrysnake.bsky.social,1,1246,2148,2024-09-09T20:09:11.122Z,False,False,False
vaniamorgann.bsky.social,1,259,184,2023-07-03T13:47:00.965Z,False,False,False
messinho.bsky.social,2,93,264,2023-08-03T12:07:07.778Z,False,False,False
iaci.bsky.social,1,1346,220,2023-07-01T19:45:24.345Z,False,False,False
oceueazul.bsky.social,2,452,279,2024-08-31T03:30:10.199Z,False,False,False
mahoushojokuroki.bsky.social,3,350,1061,2023-08-03T14:50:10.743Z,False,False,False
adiladahwache.bsky.social,2,1996,1806,2024-09-03T21:25:57.699Z,False,False,False
clubeoraculo.bsky.social,1,2328,1375,2023-06-30T01:48:02.685Z,False,False,False
fabiopiolho.bsky.social,3,80,151,2024-09-03T01:41:58.897Z,False,False,False
jxzvxz.bsky.social,1,294,157,2024-09-01T15:58:23.903Z,False,False,False
vimsos.bsky.social,1,371,736,2023-07-03T21:45:29.669Z,False,False,False
gordoi.bsky.social,1,174,270,2023-12-06T11:56:43.298Z,False,False,False
rodsontherocks.bsky.social,2,742,270,2023-05-18T03:52:59.254Z,False,False,False
emmassexual.bsky.social,1,192,140,2024-08-30T22:01:11.976Z,False,False,False
coalacroata.bsky.social,1,2653,1297,2025-03-18T20:54:47.946Z,False,False,False
reinaldorauch.dev.br,1,628,977,2023-07-26T12:09:45.770Z,False,False,False
viuvadonishiki.bsky.social,9,1175,776,2023-10-14T14:53:16.058Z,False,False,False
leguminosas.bsky.social,1,13,24,2025-07-11T18:30:45.832Z,False,False,False
mairadosanjos.bsky.social,2,426,142,2023-04-07T12:43:47.184Z,False,False,False
mudandonome.bsky.social,1,390,115,2023-06-27T20:45:34.803Z,False,False,False
silvioso02.bsky.social,1,239,125,2024-09-02T15:59:59.705Z,False,False,False
nathalemulatinho.bsky.social,1,289,205,2024-04-10T16:56:15.022Z,False,False,False
algoritmo.bsky.social,5,1995,1102,2023-06-07T16:22:52.260Z,False,False,False
lindo-123.bsky.social,4,1064,1353,2024-09-05T16:06:30.330Z,False,False,False
robertohideki.bsky.social,6,969,172,2024-04-09T14:02:03.855Z,False,False,False
pauloarana.bsky.social,3,3439,2002,2023-07-03T18:35:46.713Z,False,False,False
pmfc7.bsky.social,1,50,23,2024-04-13T12:58:36.869Z,False,False,False
thesunrises.bsky.social,2,717,1076,2023-04-22T15:13:50.759Z,False,False,False
teoresstel.bsky.social,1,87,226,2023-08-20T19:02:58.402Z,False,False,False
aposentadalula.bsky.social,9,84,17,2025-01-22T11:07:15.644Z,False,False,True
rurunerigus.bsky.social,1,513,318,2023-05-29T16:49:58.306Z,False,False,False
camilavaleriano.bsky.social,1,74,69,2024-08-31T00:25:02.285Z,False,False,False
zonalast.bsky.social,1,355,259,2024-09-01T17:14:31.503Z,False,False,False
edivino.bsky.social,1,91,78,2024-08-30T21:01:52.837Z,False,False,False
kddrewb.bsky.social,4,817,383,2024-08-31T13:29:13.497Z,False,False,False
insultomiseravel.bsky.social,3,379,283,2024-08-31T11:22:24.006Z,False,False,False
jully.bsky.social,3,1366,788,2023-03-31T19:23:13.244Z,False,False,False
p3dropedropedro.bsky.social,6,462,189,2024-09-13T02:07:22.913Z,False,False,False
lipeispunk.bsky.social,3,836,468,2023-07-01T19:14:45.522Z,False,False,False
lilyjanemarple.bsky.social,4,472,260,2023-05-19T03:25:32.002Z,False,False,False
oriononceagain.bsky.social,1,159,355,2023-07-13T14:30:56.537Z,False,False,False
fadabiaedofonseca.bsky.social,3,283,342,2024-01-24T19:48:32.188Z,False,False,False
barbara-bab.bsky.social,4,468,385,2023-08-25T12:45:45.050Z,False,False,False
sailor-mom.bsky.social,2,380,247,2023-06-26T17:57:24.921Z,False,False,False
bessiedo3doutor.bsky.social,1,19,51,2025-01-20T10:45:51.543Z,False,False,False
ninasilva.bsky.social,3,138,77,2023-05-15T01:47:13.957Z,False,False,False
isabelmedeiros.bsky.social,9,6385,6835,2024-04-11T00:20:10.263Z,False,False,False
bkhalfa.bsky.social,2,1668,1587,2024-04-09T14:48:46.032Z,False,False,False
melanciagrelhada.bsky.social,1,19,17,2025-06-28T12:40:09.232Z,False,False,False
castelodepadilha.bsky.social,4,221,133,2024-09-03T19:29:47.610Z,False,False,False
mblackbeak.bsky.social,3,1169,531,2024-09-03T13:48:12.896Z,False,False,False
2ningflamenguista.bsky.social,1,84,84,2024-08-31T18:38:45.902Z,False,False,False
vuintrieri.bsky.social,5,3780,1148,2023-04-21T15:44:20.395Z,False,False,False
iriscastanho25.bsky.social,1,866,991,2024-08-31T19:46:55.600Z,False,False,False
nathaliaraks.bsky.social,2,454,406,2023-07-03T12:31:18.081Z,False,False,False
danimilkyart.bsky.social,2,1830,793,2023-07-13T02:28:02.997Z,False,False,False
vitorteco.bsky.social,1,587,360,2023-09-12T22:56:45.553Z,False,False,False
gigacinza.bsky.social,1,71,38,2024-10-04T01:19:29.309Z,False,False,False
grabiel.bsky.social,2,896,964,2023-04-18T12:26:39.608Z,False,False,False
eullet.bsky.social,1,1568,853,2024-08-29T23:13:29.620Z,False,False,False
flaviavalsani.bsky.social,2,248,169,2023-07-03T11:25:11.842Z,False,False,False
jolinecristina.bsky.social,1,77,46,2024-08-31T13:21:28.901Z,False,False,False
logulo.via.dog,2,2874,2511,2024-04-10T15:44:00.065Z,False,False,False
ricaredo.bsky.social,1,799,567,2024-11-20T19:01:30.854Z,False,False,False
blagueplague.bsky.social,1,824,469,2023-09-20T15:30:22.436Z,False,False,False
saulovale.bsky.social,3,65,60,2024-09-02T10:40:22.198Z,False,False,False
kafeja.bsky.social,4,169,346,2023-05-08T15:34:06.373Z,False,False,True
cruvello.bsky.social,1,228,206,2024-08-29T15:06:27.123Z,False,False,False
meunomeegal.bsky.social,4,478,991,2023-05-13T18:18:12.213Z,False,False,False
olgachaim.bsky.social,5,2563,2142,2023-07-03T21:05:47.439Z,False,False,False
krakengami.bsky.social,2,421,210,2023-08-03T23:26:30.543Z,False,False,False
ledbass.bsky.social,2,675,236,2024-09-02T14:46:29.999Z,False,False,False
ravishingrebel.bsky.social,3,15972,15258,2024-08-31T18:40:40.102Z,False,False,False
la1u.bsky.social,8,2201,2267,2024-08-30T23:25:30.780Z,False,False,False
360worldnews.bsky.social,1,2281,1889,2024-04-11T17:25:19.226Z,False,False,False
belinacogliche.bsky.social,1,145,304,2023-08-07T00:46:14.535Z,False,False,False
akiranjin.bsky.social,1,287,718,2023-08-26T22:33:23.533Z,False,False,False
lucianaggomes.bsky.social,7,567,471,2024-09-06T02:28:26.130Z,False,False,False
incipitvitanova.bsky.social,2,435,595,2023-08-09T01:36:36.248Z,False,False,False
rottingblood.bsky.social,2,352,185,2023-11-13T01:54:08.803Z,False,False,False
eitauai.bsky.social,1,3336,3428,2024-04-10T04:24:34.819Z,False,False,False
mariannacecyn.bsky.social,2,1744,3344,2023-07-18T21:28:06.896Z,False,False,False
idamonica.bsky.social,1,246,263,2024-04-15T22:37:27.346Z,False,False,False
neurydalapa.bsky.social,5,301,278,2023-11-18T00:43:40.263Z,False,False,False
nekonoani.bsky.social,1,741,284,2024-09-10T19:26:58.524Z,False,False,False
anesclar.bsky.social,1,85,74,2024-04-10T13:49:57.644Z,False,False,False
clavedosul.bsky.social,1,2568,1676,2024-04-09T12:00:33.895Z,False,False,False
fnorte.com.br,2,334,333,2024-04-13T13:34:17.735Z,False,False,False
marcelomot.bsky.social,1,474,417,2023-11-09T20:19:51.586Z,False,False,False
maggbirddoodles.bsky.social,1,647,402,2023-09-05T18:38:13.876Z,False,False,False
vitoreon.bsky.social,1,1097,912,2024-08-31T04:39:15.402Z,False,False,False
spiirit.bsky.social,1,122,123,2024-09-01T01:36:30.405Z,False,False,False
ibgeoficial.bsky.social,1,9309,1,2024-04-15T12:49:48.173Z,False,False,False
jornal-extra.bsky.social,2,7530,2,2024-08-31T16:51:58.299Z,False,False,False
luapistoleira.bsky.social,1,374,254,2023-07-03T18:27:20.582Z,False,False,False
rebitt.bsky.social,1,403,355,2023-05-04T01:29:19.824Z,False,False,False
mvbace.bsky.social,1,114,186,2023-11-20T09:46:25.898Z,False,False,False
casseroleturner.bsky.social,2,331,187,2023-08-25T09:56:18.461Z,False,False,False
w46n40.bsky.social,3,201,163,2023-10-01T17:30:01.778Z,False,False,True
filipemlima.bsky.social,1,345,216,2023-06-24T14:40:25.248Z,False,False,False
donalilian.bsky.social,10,1326,476,2023-05-22T10:12:58.118Z,False,False,False
geneiryodan.bsky.social,1,67,48,2024-08-30T21:00:10.945Z,False,False,False
wtvalien.bsky.social,1,171,99,2023-09-07T19:48:04.227Z,False,False,False
outrarosa.bsky.social,1,1674,853,2023-04-24T17:00:48.258Z,False,False,False
filipealbani.bsky.social,4,419,470,2024-04-10T13:51:52.040Z,False,False,False
lucknyu.bsky.social,2,317,122,2023-08-24T15:51:19.431Z,False,False,False
asgno.bsky.social,1,544,546,2024-08-31T00:30:43.429Z,False,False,False
amendoafrita.bsky.social,1,103,488,2023-09-30T18:31:32.312Z,False,False,False
tetiatati.bsky.social,6,706,305,2024-09-01T02:18:09.100Z,False,False,False
sofis.bsky.social,5,3643,1462,2024-04-08T17:35:22.340Z,False,False,False
rennecruz.bsky.social,1,432,313,2023-11-18T02:57:39.564Z,False,False,False
pblppl.bsky.social,1,298,240,2024-09-02T14:44:52.998Z,False,False,False
juliadhas.bsky.social,1,89,237,2024-07-13T23:29:51.675Z,False,False,False
rosealves.bsky.social,1,1019,1239,2024-04-10T01:03:53.829Z,False,False,False
rogeresta.bsky.social,1,382,1073,2024-08-30T02:26:46.833Z,False,False,False
miyadzu.bsky.social,6,1168,153,2023-07-01T18:18:05.612Z,False,False,False
clinomaninha.bsky.social,1,452,518,2023-05-17T13:14:44.045Z,False,False,False
mau10.bsky.social,1,1484,780,2023-06-04T20:37:03.604Z,False,False,False
cahtarse.bsky.social,2,123,111,2024-08-29T21:38:32.822Z,False,False,False
hellvina.bsky.social,1,222,808,2024-04-08T18:24:09.524Z,False,False,False
m-wolfgang.bsky.social,1,334,470,2024-04-07T20:20:02.780Z,False,False,False
josecarioca1928.bsky.social,1,25,41,2024-09-01T19:39:55.902Z,False,False,False
viniciusbrahemcha.bsky.social,1,164,381,2024-09-12T00:37:41.210Z,False,False,False
nmaximoff.bsky.social,2,1556,835,2023-03-23T14:45:11.584Z,False,False,False
rragatanga.bsky.social,1,105,100,2024-09-02T22:44:18.196Z,False,False,False
ingridaragao.bsky.social,1,286,331,2024-04-09T20:00:27.069Z,False,False,False
laurodesousa.bsky.social,1,193,126,2023-08-18T17:25:51.808Z,False,False,False
laurabaptista.bsky.social,1,530,188,2023-08-22T13:56:41.145Z,False,False,False
fantinel.hachyderm.io.ap.brid.gy,1,8,0,2024-09-01T19:17:36.429Z,False,False,False
lagosto-diocane.bsky.social,1,167,270,2024-09-01T16:26:58.901Z,False,False,False
sejehomi.bsky.social,1,4798,521,2024-08-31T19:26:14.302Z,False,False,False
larissajmar.bsky.social,2,8044,79,2023-05-05T13:47:41.458Z,False,False,False
lurdsmila.bsky.social,3,2610,504,2023-04-20T22:48:53.958Z,False,False,False
paulacoradi.bsky.social,1,2326,36,2024-08-31T14:47:39.497Z,False,False,False
xboxeh1palindromo.bsky.social,3,826,250,2023-04-07T15:57:54.461Z,False,False,False
tleopoldo.bsky.social,2,345,639,2024-02-09T15:38:48.962Z,False,False,False
marcelo24.bsky.social,7,1560,1344,2024-04-07T04:29:51.569Z,False,False,False
osagiri.bsky.social,1,123,55,2024-08-30T22:31:41.778Z,False,False,False
yasminchrist.bsky.social,1,181,386,2024-10-01T21:58:38.209Z,False,False,False
renantomazini.pessoas.dev,1,367,314,2023-09-01T15:44:18.289Z,False,False,False
marivannucci.bsky.social,2,249,336,2023-07-24T19:20:18.654Z,False,False,False
adelcy.bsky.social,1,327,394,2023-11-12T02:07:11.451Z,False,False,False
lamixirica1.bsky.social,1,97,82,2024-09-01T14:25:08.101Z,False,False,False
andorinhas.bsky.social,2,4121,3550,2024-04-10T15:40:07.884Z,False,False,False
martasabbatino.bsky.social,1,3337,3715,2024-04-09T02:24:34.901Z,False,False,False
fcohrtz.bsky.social,1,389,529,2024-09-04T00:31:10.802Z,False,False,False
misstreta.bsky.social,1,552,464,2023-06-23T18:37:59.497Z,False,False,False
mineirodosmares.bsky.social,1,704,456,2023-11-13T12:37:43.243Z,False,False,False
marinna.bsky.social,3,429,297,2023-04-12T20:07:08.023Z,False,False,False
dudafalconi73.bsky.social,2,3157,3013,2024-09-01T19:28:04.596Z,False,False,False
foccius.bsky.social,2,686,245,2023-05-18T22:31:43.507Z,False,False,False
faimalima.bsky.social,2,2213,1983,2024-04-09T23:51:58.450Z,False,False,False
oknews.bsky.social,1,144,43,2024-05-11T22:43:06.274Z,False,False,True
dtpnews.bsky.social,1,93,4,2025-03-27T21:39:03.496Z,False,False,True
castrolisboa.bsky.social,1,677,1775,2024-04-08T20:51:17.724Z,False,False,False
moneyreport.bsky.social,1,43,38,2024-09-02T20:02:49.205Z,False,False,False
eschodos.ooooooooooooooooooooooooooo.ooo,2,326,64,2023-08-15T23:21:14.678Z,False,False,False
thigo.bsky.social,2,293,133,2023-06-05T13:14:20.412Z,False,False,False
m1gp1h.bsky.social,6,548,1026,2023-11-19T16:35:08.114Z,False,False,False
knld.bsky.social,3,306,240,2023-07-03T04:01:29.237Z,False,False,False
tylerbazz.bsky.social,1,35,49,2023-11-29T13:48:16.025Z,False,False,False
lepetittoc.bsky.social,1,526,298,2023-07-01T18:17:04.356Z,False,False,False
sildesilvia.bsky.social,1,186,169,2024-01-21T20:24:00.363Z,False,False,False
ativista-zangado.bsky.social,1,2322,2206,2024-04-08T23:21:18.220Z,False,False,False
alansight.bsky.social,2,3089,4071,2023-06-10T14:05:09.343Z,False,False,False
leandro2h1.bsky.social,2,59,6,2024-02-08T02:41:20.508Z,False,False,False
ginahcubas.bsky.social,3,2578,1917,2024-04-09T13:43:10.271Z,False,False,False
eifrodo.bsky.social,4,1056,256,2023-06-29T15:53:33.921Z,False,False,False
alefjan.bsky.social,2,192,674,2023-08-02T15:59:22.615Z,False,False,False
quindinhe.bsky.social,1,1069,500,2024-08-29T18:26:43.221Z,False,False,False
miguel.blrgms.com,1,272,292,2023-06-09T20:19:01.820Z,False,False,False
robfbms.bsky.social,2,298,132,2023-12-26T23:07:59.729Z,False,False,False
gustavof79.bsky.social,1,110,58,2024-08-30T10:10:48.933Z,False,False,False
dassjennir.bsky.social,1,1270,480,2023-11-13T17:02:14.418Z,False,False,False
menteuna.bsky.social,3,1,1,2025-01-11T17:15:33.443Z,False,False,False
todomundotemum.bsky.social,1,326,172,2023-09-18T19:10:13.129Z,False,False,False
reginokaa.bsky.social,2,1360,655,2023-07-03T15:34:50.835Z,False,False,False
pilantropico.bsky.social,6,1461,814,2023-05-05T04:15:15.394Z,False,False,False
gusquirino.bsky.social,1,70,217,2024-08-30T21:58:06.728Z,False,False,False
nosdiario.bsky.social,3,2049,3,2024-11-20T16:48:09.954Z,False,False,False
bethinhafada.bsky.social,1,166,218,2024-09-12T14:50:30.213Z,False,False,False
cafezinhofaceiro.bsky.social,1,32,38,2025-07-16T20:18:47.533Z,False,False,False
draude.bsky.social,2,2257,918,2023-08-11T20:53:58.366Z,False,False,False
hewdraper.bsky.social,2,1722,1298,2023-05-10T20:37:44.470Z,False,False,False
maniadaia.bsky.social,4,288,235,2023-07-27T14:38:32.096Z,False,False,False
ccajanuscajan.bsky.social,1,106,187,2024-08-31T15:54:08.797Z,False,False,False
tragicomico.bsky.social,2,921,575,2023-06-11T02:39:14.390Z,False,False,False
driiversions.bsky.social,1,699,682,2024-09-01T19:12:19.301Z,False,False,False
drletras.bsky.social,2,3702,3458,2024-08-29T22:23:36.830Z,False,False,True
captainlatenight.bsky.social,2,164,159,2024-01-02T23:41:04.175Z,False,False,False
jaojatinha.bsky.social,1,284,235,2024-08-31T01:39:07.524Z,False,False,False
mamaedormiu.bsky.social,1,168,436,2024-09-07T00:54:42.128Z,False,False,False
julia-nero.bsky.social,1,287,192,2024-08-31T19:03:36.595Z,False,False,False
camilanebula.bsky.social,1,4134,1577,2023-07-03T04:06:37.070Z,False,False,False
thelastfabeo.bsky.social,3,2850,593,2023-05-18T23:08:08.224Z,False,False,False
araranatoca.bsky.social,1,17,30,2024-09-02T23:23:35.708Z,False,False,False
heitorgc.bsky.social,1,151,189,2024-08-30T15:37:56.933Z,False,False,False
mizazag.bsky.social,7,3741,523,2024-04-07T02:43:11.365Z,False,False,False
vmilezzi.bsky.social,2,77,154,2024-09-03T15:04:14.805Z,False,False,False
marceloudr.bsky.social,1,221,263,2024-09-07T00:15:12.619Z,False,False,False
alpacabaiana.bsky.social,1,46,113,2024-08-31T14:40:40.202Z,False,False,False
uspoficial.bsky.social,9,7195,12,2023-07-03T18:17:35.617Z,False,False,False
blink102fm.bsky.social,1,18,22,2024-08-30T20:04:39.034Z,False,False,False
paulosimoesdini.bsky.social,4,28527,16087,2023-07-22T20:08:54.021Z,False,False,False
luananana.bsky.social,1,185,341,2023-07-04T04:42:09.262Z,False,False,False
comentale.bsky.social,3,304,136,2024-08-31T03:48:33.103Z,False,False,False
julesatplay.bsky.social,1,247,223,2023-06-28T01:33:34.478Z,False,False,False
